operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,estimated_trMiB_ssd_p,estimated_trMiB_beegfs_p,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_121500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_181500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_151500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_181500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_021500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_091500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_021500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_131500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_061500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_071500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_081500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_201500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_001500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_151500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_051500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_141500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_051500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_011500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_111500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_121500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_231500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_151500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_161500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_201500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_171500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_211500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
